,accuracy_score(train),precision_score(train),recall_score(train),f1_score(train),accuracy_score(test),precision_score(test),recall_score(test),f1_score(test),,total,train,test
253,0.986102945,0.996808522,0.965378478,0.980841779,0.750388285,0.739558455,0.505816733,0.60075236,,,,
254,0.985840387,0.996940151,0.96453552,0.980470165,0.750343909,0.73689063,0.509482072,0.602440288,,,,
255,0.985973515,0.996941294,0.964896788,0.980657334,0.749722654,0.736334219,0.507689243,0.600999859,,,,
256,0.986047475,0.996931625,0.965107527,0.980761484,0.747000961,0.731071552,0.503944223,0.596622801,,,,
257,0.985855179,0.996950587,0.964565625,0.980490766,0.747444716,0.732934757,0.503067729,0.596626347,,,,
258,0.986047475,0.996715366,0.965318267,0.980765603,0.748835145,0.735690236,0.504900398,0.598828143,,,,
259,0.985814501,0.99664113,0.964756295,0.980439549,0.748938688,0.734762262,0.506693227,0.599778349,,,,
260,0.986738999,0.997297717,0.966632881,0.981725899,0.747992012,0.732832804,0.505537849,0.598326064,,,,
261,0.985999401,0.996982736,0.964926893,0.980692933,0.748021596,0.736579642,0.500199203,0.595800214,,,,
262,0.985784917,0.996960297,0.964364921,0.980391757,0.748420975,0.735973405,0.502749004,0.597405672,,,,
263,0.985770125,0.996960171,0.96432478,0.980370952,0.745285112,0.728088457,0.501075697,0.593618728,,,,
264,0.985995703,0.996642835,0.965248021,0.980694233,0.749308483,0.734982128,0.507928287,0.600716204,,,,
265,0.9863692,0.996461349,0.966442212,0.981222236,0.749707862,0.736073428,0.508007968,0.601136176,,,,
266,0.986395086,0.997027262,0.965960521,0.981248057,0.749234524,0.736240793,0.505776892,0.599626857,,,,
267,0.985988307,0.996838395,0.965037281,0.980680097,0.746128245,0.732715651,0.497808765,0.592840367,,,,
268,0.985814501,0.997032733,0.964374956,0.980431966,0.747873678,0.733871436,0.503505976,0.597244867,,,,
269,0.986043777,0.997230549,0.964806471,0.980750594,0.749515568,0.73699791,0.505856574,0.59993385,,,,
270,0.9863692,0.997150643,0.965769852,0.981209409,0.749663486,0.739877949,0.502350598,0.598405391,,,,
271,0.985895857,0.99693032,0.964696083,0.980548359,0.749840988,0.737774422,0.506095618,0.600359185,,,,
272,0.986132529,0.996983862,0.965288161,0.980880029,0.749219732,0.737381979,0.504063745,0.598797861,,,,
273,0.986051173,0.996818356,0.96522795,0.980768839,0.748746394,0.735735038,0.504462151,0.598534625,,,,
274,0.986199093,0.997138977,0.965318267,0.98097064,0.748864729,0.735912629,0.504701195,0.598761639,,,,
275,0.986151019,0.997056141,0.965268091,0.980904646,0.747222839,0.732297164,0.503067729,0.596414992,,,,
276,0.986206488,0.996922694,0.965549077,0.980985104,0.748716811,0.734885337,0.505577689,0.599037009,,,,
277,0.986376596,0.996852122,0.966080944,0.981225347,0.748894313,0.733528803,0.508326693,0.600508307,,,,
278,0.986058569,0.996797828,0.965268091,0.980779623,0.748731603,0.735856736,0.504223108,0.598406582,,,,
279,0.985832991,0.996775197,0.964676013,0.980462953,0.749485985,0.737077477,0.50561753,0.599792051,,,,
280,0.985814501,0.996630833,0.96476633,0.980439749,0.750166408,0.739638062,0.504780876,0.60004736,,,,
281,0.985744239,0.99676409,0.964445203,0.980338354,0.749397234,0.735453706,0.507609562,0.600650575,,,,
282,0.986102945,0.997127897,0.965067387,0.980835722,0.750329118,0.736385071,0.510159363,0.60274424,,,,
283,0.986017891,0.996622462,0.965328302,0.980725803,0.748554101,0.735179702,0.504462151,0.598350779,,,,
284,0.986217582,0.99692279,0.965579183,0.981000688,0.749648695,0.737631533,0.505498008,0.599891256,,,,
285,0.98557783,0.996989484,0.963772843,0.980099807,0.748110347,0.734635735,0.503386454,0.59741365,,,,
286,0.986506026,0.997326868,0.965970557,0.981398313,0.748332224,0.7336454,0.505776892,0.598764268,,,,
287,0.986383992,0.996862477,0.966090979,0.981235539,0.748480142,0.734775548,0.504741036,0.598412923,,,,
288,0.986213884,0.996933056,0.965559112,0.9809953,0.749678278,0.737330934,0.506055777,0.60018428,,,,
289,0.985980911,0.997106289,0.964756295,0.980664576,0.749397234,0.737953564,0.503984064,0.598929975,,,,
290,0.985836689,0.996837051,0.964625837,0.980466957,0.747918053,0.735256335,0.501673307,0.596409795,,,,
291,0.986195395,0.997138948,0.965308232,0.980965444,0.749278899,0.737249651,0.504501992,0.599063298,,,,
292,0.985740541,0.997114656,0.96409397,0.98032633,0.750610162,0.74006526,0.506015936,0.601060054,,,,
293,0.985773823,0.996980827,0.964314745,0.980375753,0.747444716,0.733097119,0.502828685,0.596511958,,,,
294,0.986054871,0.997075963,0.964987105,0.980769133,0.749589527,0.733871429,0.510756972,0.60231624,,,,
295,0.985710958,0.996980294,0.964144146,0.980287323,0.747740552,0.735180638,0.501035857,0.595934227,,,,
296,0.985677676,0.996825331,0.964204357,0.980243525,0.748347016,0.735073542,0.50374502,0.597810926,,,,
297,0.986136227,0.996880894,0.965398549,0.980887174,0.748746394,0.733053768,0.508406375,0.60040463,,,,
298,0.985836689,0.99677523,0.964686048,0.980468152,0.747548258,0.735392369,0.499920319,0.595213813,,,,
299,0.986291542,0.997077902,0.965629359,0.98110168,0.750107241,0.736593242,0.508924303,0.601950898,,,,
300,0.986014193,0.996890128,0.965057351,0.980715495,0.748125139,0.732434923,0.506693227,0.599001507,,,,
301,0.985611112,0.996721652,0.964124076,0.980151909,0.748702019,0.735087821,0.505219124,0.598852447,,,,
302,0.986036381,0.997302709,0.964716154,0.980738821,0.748006804,0.733279333,0.504940239,0.59805587,,,,
303,0.986147321,0.997014894,0.965298197,0.980900228,0.747296798,0.733948167,0.500956175,0.595472627,,,,
304,0.986021589,0.996787199,0.965177774,0.980727855,0.746557207,0.731059288,0.502071713,0.595304455,,,,
305,0.985973515,0.996755872,0.965077422,0.980660885,0.748273057,0.734179416,0.504741036,0.598215129,,,,
306,0.985895857,0.996641895,0.96497707,0.980553913,0.748849937,0.736888163,0.503227092,0.598044554,,,,
307,0.986169509,0.996850296,0.965518972,0.980934515,0.750003698,0.737418197,0.507290837,0.60108103,,,,
308,0.985969817,0.996673472,0.965147668,0.980657266,0.747030545,0.731852968,0.502908367,0.596155663,,,,
309,0.985936535,0.996714345,0.96501721,0.980609701,0.747710968,0.733321731,0.503625498,0.597146771,,,,
310,0.98623977,0.997128998,0.96543869,0.981027986,0.747992012,0.734185304,0.503545817,0.597376817,,,,
311,0.986017891,0.997137523,0.964826541,0.980715972,0.747193255,0.732535857,0.502589641,0.596157936,,,,
312,0.985951327,0.996899884,0.964876717,0.980626935,0.748583685,0.734556823,0.505498008,0.598871923,,,,
313,0.985607414,0.99691752,0.963923371,0.980142857,0.747740552,0.733840967,0.502988048,0.596870272,,,,
314,0.985910649,0.996951061,0.964716154,0.980568759,0.748110347,0.734363203,0.503784861,0.597603913,,,,
315,0.986261958,0.996809943,0.965809993,0.981065143,0.748716811,0.736143456,0.50374502,0.598164443,,,,
316,0.986132529,0.997004467,0.965268091,0.980879639,0.749545152,0.737856727,0.504741036,0.599432221,,,,
317,0.985777521,0.99709432,0.964214393,0.980378752,0.747873678,0.736092385,0.500278884,0.595697241,,,,
318,0.98629524,0.997067631,0.965649429,0.981107067,0.750033282,0.737366136,0.50749004,0.60120354,,,,
319,0.986058569,0.996972933,0.965097492,0.980776291,0.748568893,0.73484058,0.50501992,0.59863046,,,,
320,0.985662884,0.996732433,0.964254533,0.980224533,0.747844094,0.734795032,0.502031873,0.59651116,,,,
321,0.986210186,0.996984518,0.965498901,0.980989136,0.749160565,0.737486874,0.503665339,0.598551205,,,,
322,0.985962421,0.996930893,0.964876717,0.980641937,0.751009541,0.739887412,0.507928287,0.602348161,,,,
323,0.986483838,0.996935374,0.966291684,0.981374373,0.75043266,0.737118156,0.509521912,0.60254417,,,,
324,0.986051173,0.996900751,0.965147668,0.98076727,0.749234524,0.738202444,0.502948207,0.598279662,,,,
325,0.986380294,0.99697566,0.965970557,0.981228243,0.751630797,0.741078164,0.508804781,0.603359082,,,,
326,0.986047475,0.997034672,0.965007175,0.980759522,0.748864729,0.735093204,0.505896414,0.599329778,,,,
327,0.986291542,0.996882251,0.965820028,0.98110534,0.747163671,0.732856395,0.501992032,0.595843284,,,,
328,0.985980911,0.996941357,0.964916858,0.980667731,0.750373493,0.739934648,0.505219124,0.600454567,,,,
329,0.986128831,0.99701474,0.965248021,0.980874247,0.748420975,0.733037668,0.507051793,0.599453629,,,,
330,0.985788615,0.996960329,0.964374956,0.980396958,0.748775978,0.736866682,0.502948207,0.5978405,,,,
331,0.986261958,0.996830526,0.965789923,0.981064757,0.748273057,0.734179416,0.504741036,0.598215129,,,,
332,0.986047475,0.99672566,0.965308232,0.980765407,0.748761186,0.737377874,0.502151394,0.597445074,,,,
333,0.986247166,0.996933342,0.965649429,0.98104205,0.750003698,0.739750863,0.503944223,0.599492879,,,,
334,0.986250864,0.996953968,0.965639394,0.981046858,0.751911841,0.740443469,0.510876494,0.60460182,,,,
335,0.986420972,0.996955419,0.966101015,0.981285739,0.750343909,0.738042849,0.507808765,0.601652112,,,,
336,0.985962421,0.997064894,0.964746259,0.98063937,0.748080763,0.734060451,0.504103586,0.597727756,,,,
337,0.985736843,0.997001141,0.964194322,0.980323336,0.749604319,0.738445378,0.504143426,0.59920447,,,,
338,0.986128831,0.996942625,0.965318267,0.980875612,0.748805562,0.733436853,0.508087649,0.600310676,,,,
339,0.986125133,0.996963196,0.965288161,0.980870026,0.749027439,0.737765304,0.502709163,0.597966969,,,,
340,0.985969817,0.996972179,0.964856647,0.980651544,0.746216996,0.73300088,0.497768924,0.592905445,,,,
341,0.986232374,0.997190778,0.965358408,0.981016434,0.747592634,0.735025737,0.50063745,0.595601479,,,,
342,0.986454254,0.996821946,0.966321789,0.981334937,0.748613268,0.734424712,0.505816733,0.599051596,,,,
343,0.986110341,0.996736529,0.965468795,0.980853537,0.74920494,0.735745297,0.506374502,0.599882006,,,,
344,0.986121435,0.996654306,0.965579183,0.980870682,0.747622217,0.734453389,0.501593625,0.5960892,,,,
345,0.986095549,0.996973246,0.965197844,0.98082826,0.748598476,0.735362454,0.50438247,0.598355232,,,,
346,0.986169509,0.996891482,0.965478831,0.980933737,0.747932845,0.734096323,0.503426295,0.597263252,,,,
347,0.986110341,0.996983675,0.96522795,0.980848851,0.751453295,0.740897741,0.508326693,0.602963068,,,,
348,0.986051173,0.996838952,0.96520788,0.980768446,0.745832409,0.730775958,0.49940239,0.593330651,,,,
349,0.986217582,0.996963982,0.965539042,0.980999913,0.748110347,0.735073105,0.502749004,0.597108856,,,,
350,0.986128831,0.997148723,0.965117563,0.980871711,0.748598476,0.734165511,0.506135458,0.599188756,,,,
351,0.986165811,0.996860559,0.965498901,0.980929125,0.747208047,0.733554934,0.501155378,0.59548381,,,,
352,0.986125133,0.996911693,0.965338338,0.980871002,0.749885364,0.739348957,0.504023904,0.599417214,,,,
353,0.985940233,0.996941008,0.964806471,0.980610548,0.749633903,0.734588451,0.509880478,0.601947227,,,,
354,0.985803407,0.996847062,0.964525484,0.980419958,0.75001849,0.738927739,0.505179283,0.600094652,,,,
355,0.985788615,0.996898469,0.964435167,0.980398158,0.750817247,0.738858664,0.508605578,0.60248242,,,,
356,0.985921743,0.9967657,0.964926893,0.98058792,0.749278899,0.737553923,0.504063745,0.598854546,,,,
357,0.986306334,0.99688238,0.965860169,0.981126113,0.751645588,0.740006932,0.510398406,0.604121475,,,,
358,0.986236072,0.996747967,0.965799958,0.981029948,0.749027439,0.737210523,0.503505976,0.598347655,,,,
359,0.985611112,0.996649517,0.964194322,0.980153326,0.748258265,0.734218306,0.504621514,0.598144082,,,,
360,0.985807105,0.9970533,0.964334815,0.980421164,0.748805562,0.733975098,0.507290837,0.599934037,,,,
361,0.986465348,0.996811759,0.96636193,0.981350699,0.749160565,0.736466078,0.505139442,0.599253238,,,,
362,0.985751635,0.996815683,0.964415097,0.980347752,0.747607425,0.734137389,0.501992032,0.596266238,,,,
363,0.986328522,0.996975222,0.965830064,0.981155542,0.74985578,0.736035049,0.508685259,0.601597286,,,,
364,0.986032683,0.996560868,0.965428655,0.980747764,0.748702019,0.733168516,0.508047809,0.600192973,,,,
365,0.985433608,0.996926336,0.96344168,0.979898036,0.748775978,0.736177395,0.503944223,0.598316068,,,,
366,0.985869971,0.996878565,0.964676013,0.980512957,0.747282006,0.731233051,0.504900398,0.59734628,,,,
367,0.986099247,0.996777603,0.965398549,0.980837169,0.751068708,0.739198334,0.509163347,0.602986624,,,,
368,0.986324824,0.997160592,0.965639394,0.981146889,0.748125139,0.733564815,0.50501992,0.598206701,,,,
369,0.986139925,0.996819147,0.965468795,0.980893538,0.749885364,0.738041267,0.505896414,0.600307292,,,,
370,0.986324824,0.997067874,0.965729711,0.981148619,0.749944531,0.738768137,0.505099602,0.599985803,,,,
371,0.986224978,0.996922854,0.965599253,0.981011077,0.747282006,0.734535027,0.500039841,0.595017422,,,,
372,0.986180603,0.997159444,0.965248021,0.980944271,0.748095555,0.735222106,0.50247012,0.596961234,,,,
373,0.985884763,0.997002386,0.964595731,0.980531371,0.751068708,0.738233769,0.510557769,0.60364116,,,,
374,0.985903253,0.997023161,0.964625837,0.980556972,0.747799719,0.733794145,0.503306773,0.597079119,,,,
375,0.985918045,0.99697174,0.964716154,0.980578761,0.750950373,0.740217455,0.507211155,0.601952765,,,,
376,0.985829293,0.996970986,0.964475308,0.980453966,0.747696176,0.733848927,0.502788845,0.596732629,,,,
377,0.985921743,0.997384427,0.96432478,0.980576035,0.74953036,0.736272638,0.506972112,0.600476606,,,,
378,0.986158415,0.99674726,0.965589218,0.980920875,0.746113453,0.730670852,0.500756972,0.594250863,,,,
379,0.986169509,0.996665044,0.965699606,0.980938013,0.749471193,0.735965774,0.507171315,0.600514187,,,,
380,0.986154717,0.997159238,0.965177774,0.980907895,0.750210783,0.736318122,0.509760956,0.602443675,,,,
381,0.986180603,0.996757753,0.965639394,0.980951847,0.747459507,0.731846803,0.504741036,0.597439344,,,,
382,0.985947629,0.996817433,0.964946964,0.980623317,0.748702019,0.735224175,0.50501992,0.598757705,,,,
383,0.985947629,0.997033841,0.964736224,0.980619167,0.74830264,0.736042981,0.502151394,0.597006442,,,,
384,0.986302636,0.997098596,0.965639394,0.981116878,0.74830264,0.733641618,0.505657371,0.598679245,,,,
385,0.985962421,0.996776367,0.965027246,0.980644898,0.746305747,0.734941183,0.495338645,0.591808078,,,,
386,0.985858877,0.996909387,0.964615801,0.980496761,0.749500777,0.737727829,0.504741036,0.599389681,,,,
387,0.986114039,0.997148604,0.965077422,0.980850923,0.748923896,0.735645517,0.505338645,0.59912144,,,,
388,0.986269354,0.996995317,0.965649429,0.981072057,0.748317432,0.734633467,0.504262948,0.59802972,,,,
389,0.98633222,0.997016441,0.965799958,0.981159967,0.749145773,0.735003753,0.507211155,0.600221588,,,,
390,0.986631758,0.997121855,0.966512459,0.981578585,0.746631166,0.732485563,0.500278884,0.5945127,,,,
391,0.986273052,0.997376689,0.965288161,0.98107011,0.747873678,0.735650342,0.500916335,0.596003887,,,,
392,0.986128831,0.997282778,0.964987105,0.980869175,0.751187042,0.739568262,0.509123506,0.603081715,,,,
393,0.985603716,0.997051617,0.963782878,0.980135019,0.746853043,0.732963827,0.500517928,0.594839015,,,,
394,0.985966119,0.996766102,0.965047316,0.980650293,0.750343909,0.737630058,0.508406375,0.601933962,,,,
395,0.985862575,0.996590108,0.964936929,0.980508125,0.747518675,0.732391921,0.504183267,0.59722976,,,,
396,0.985995703,0.996879665,0.96501721,0.980689704,0.747104504,0.733828084,0.500318725,0.594982588,,,,
397,0.985892159,0.997105569,0.964515449,0.980539785,0.748539309,0.732571494,0.508247012,0.600131721,,,,
398,0.986335918,0.997387464,0.965448725,0.981158245,0.747903262,0.733306307,0.504462151,0.597729365,,,,
399,0.986136227,0.99707663,0.96520788,0.98088347,0.747651801,0.733124565,0.503665339,0.59710939,,,,
400,0.985929139,0.99674517,0.964967034,0.980598712,0.747503883,0.733783626,0.502071713,0.596205706,,,,
401,0.986402482,0.997109707,0.96590031,0.981256913,0.750802455,0.738484656,0.509083665,0.602693206,,,,
402,0.98631373,0.997047183,0.965719676,0.981133422,0.749781821,0.735877335,0.508605578,0.601488881,,,,
403,0.986310032,0.997201696,0.965559112,0.981125342,0.748243473,0.734719963,0.503824701,0.597750047,,,,
404,0.986232374,0.996819971,0.965719676,0.981023401,0.748480142,0.736531495,0.502191235,0.597195243,,,,
405,0.986069663,0.996797927,0.965298197,0.980795212,0.751216626,0.739404452,0.509482072,0.603278689,,,,
406,0.986269354,0.996943829,0.965699606,0.981073022,0.750166408,0.738413288,0.506533865,0.600879059,,,,
407,0.985733145,0.996918608,0.964264569,0.98031974,0.746054286,0.732746479,0.497450199,0.592596108,,,,
408,0.986043777,0.99675651,0.965268091,0.980759623,0.750299534,0.737529623,0.508366534,0.601872597,,,,
409,0.985962421,0.996827865,0.96497707,0.980643911,0.746793876,0.733037487,0.500159363,0.594609956,,,,
410,0.98631373,0.997098686,0.9656695,0.98113246,0.749175357,0.735578314,0.506494024,0.599910341,,,,
411,0.985921743,0.997013006,0.964686048,0.980583168,0.751172251,0.742018477,0.505577689,0.601393299,,,,
412,0.986261958,0.997026153,0.965599253,0.981061089,0.748406183,0.734698613,0.504541833,0.598247396,,,,
413,0.98644316,0.997140933,0.965980592,0.981313461,0.749885364,0.737820103,0.506215139,0.600458401,,,,
414,0.986139925,0.997045744,0.965248021,0.980889251,0.749648695,0.738046707,0.504900398,0.599607296,,,,
415,0.985625904,0.996866115,0.964023723,0.980169885,0.74756305,0.732089207,0.504820717,0.597575929,,,,
416,0.986147321,0.997107639,0.96520788,0.980898475,0.747370757,0.734765556,0.500079681,0.595121257,,,,
417,0.986025287,0.996746047,0.96522795,0.980733837,0.747370757,0.733073749,0.502549801,0.59630794,,,,
418,0.986102945,0.99726195,0.964936929,0.98083318,0.749130981,0.735969388,0.505737052,0.599508832,,,,
419,0.986254562,0.996830461,0.965769852,0.98105437,0.748420975,0.733737724,0.506015936,0.598962509,,,,
420,0.986017891,0.997096279,0.964866682,0.980716759,0.748317432,0.735316375,0.503266932,0.597554341,,,,
421,0.985718354,0.996743245,0.964395027,0.98030235,0.749175357,0.736124804,0.505697211,0.59953239,,,,
422,0.985869971,0.99684765,0.964706118,0.980513553,0.748080763,0.734332346,0.503705179,0.597537633,,,,
423,0.985969817,0.996992793,0.964836576,0.98065115,0.74911619,0.736970826,0.504223108,0.598774632,,,,
424,0.985999401,0.997333389,0.964585696,0.980686235,0.750846831,0.738089745,0.509840637,0.603091569,,,,
425,0.986254562,0.997026092,0.965579183,0.9810507,0.748997855,0.734715086,0.507011952,0.599985856,,,,
426,0.986202791,0.997097784,0.965368443,0.980976612,0.751394128,0.739779101,0.509681275,0.603543038,,,,
427,0.986132529,0.996901458,0.965368443,0.980881588,0.750832039,0.739344738,0.507968127,0.602196245,,,,
428,0.985603716,0.996979385,0.963853124,0.980136438,0.74895348,0.736940299,0.503585657,0.598314873,,,,
429,0.985899555,0.996971583,0.964665978,0.980552765,0.747710968,0.732646923,0.504621514,0.597621968,,,,
430,0.986162113,0.997148989,0.96520788,0.980918483,0.749929739,0.739171045,0.504462151,0.599668482,,,,
431,0.986014193,0.99701378,0.964936929,0.980713135,0.74969307,0.737622036,0.505697211,0.600028363,,,,
432,0.986261958,0.99696436,0.965659465,0.981062247,0.748657644,0.734579331,0.505776892,0.599075079,,,,
433,0.986102945,0.996787931,0.965398549,0.98084217,0.751971008,0.740226041,0.511434263,0.604919655,,,,
434,0.986716811,0.997194588,0.966673022,0.981696629,0.750195991,0.73872093,0.506215139,0.600756501,,,,
435,0.986310032,0.996964769,0.965789923,0.981129767,0.748775978,0.737532194,0.501992032,0.597382894,,,,
436,0.985740541,0.996794972,0.964405062,0.980332551,0.748746394,0.736091713,0.503944223,0.598287768,,,,
437,0.986376596,0.997150702,0.965789923,0.981219796,0.748480142,0.736034985,0.502908367,0.597538462,,,,
438,0.98627675,0.997108688,0.965559112,0.981080323,0.746779084,0.732505972,0.500876494,0.594941202,,,,
439,0.985814501,0.996661725,0.964736224,0.98043915,0.748554101,0.736857494,0.502031873,0.59718964,,,,
440,0.985995703,0.997003318,0.964896788,0.980687341,0.748480142,0.735540556,0.503625498,0.597881095,,,,
441,0.985932837,0.997013099,0.964716154,0.980598766,0.747962429,0.734154418,0.503466135,0.597310519,,,,
442,0.985969817,0.996807331,0.96501721,0.980654701,0.749959323,0.736523144,0.508406375,0.601565078,,,,
443,0.985988307,0.997023871,0.964856647,0.98067655,0.748672435,0.735905045,0.503904382,0.598198028,,,,
444,0.986128831,0.996602937,0.965649429,0.980882046,0.746409289,0.731980406,0.500079681,0.594205643,,,,
445,0.986091851,0.996777536,0.965378478,0.980826778,0.751127875,0.739009878,0.509681275,0.603286883,,,,
446,0.986302636,0.996923523,0.965809993,0.98112015,0.747178463,0.734591048,0.499521912,0.594668943,,,,
447,0.98625826,0.996676158,0.965930416,0.981062459,0.752459138,0.741637299,0.511434263,0.605390365,,,,
448,0.986080757,0.997127718,0.965007175,0.980804537,0.747799719,0.732309823,0.505498008,0.598123792,,,,
449,0.986062267,0.996818455,0.965258056,0.980784428,0.747089712,0.730738178,0.504820717,0.597125353,,,,
450,0.985862575,0.996754863,0.964776365,0.980504944,0.748598476,0.736020503,0.503426295,0.59789912,,,,
451,0.985873669,0.996888903,0.964676013,0.980517957,0.747548258,0.734540146,0.501155378,0.595808171,,,,
452,0.985696166,0.997073019,0.964013688,0.980264702,0.747089712,0.731646596,0.503466135,0.596478807,,,,
453,0.986232374,0.996542228,0.965990627,0.981028623,0.751527254,0.739112903,0.511195219,0.604380593,,,,
454,0.985648092,0.997165521,0.963792913,0.980195241,0.748849937,0.735623513,0.505059761,0.598918102,,,,
455,0.986213884,0.997283426,0.965217915,0.980988709,0.751527254,0.740665584,0.508964143,0.603334278,,,,
456,0.986672436,0.997122183,0.966622846,0.981635669,0.752592264,0.740909091,0.513027888,0.60626177,,,,
457,0.985962421,0.996735176,0.965067387,0.980645688,0.74936765,0.736022688,0.506653386,0.600169899,,,,
458,0.986047475,0.997014059,0.965027246,0.980759915,0.747533466,0.73283859,0.503585657,0.596958534,,,,
459,0.98633222,0.997150348,0.9656695,0.98115747,0.749722654,0.736772027,0.507051793,0.600698542,,,,
460,0.986195395,0.996932897,0.965508936,0.980969326,0.751053916,0.73783504,0.511075697,0.60386951,,,,
461,0.986184301,0.99689161,0.965518972,0.980954517,0.751216626,0.739681621,0.509083665,0.603091445,,,,
462,0.986043777,0.99673592,0.965288161,0.980760015,0.746749501,0.732069106,0.501394422,0.595162091,,,,
463,0.985992005,0.996766337,0.965117563,0.980686673,0.749264108,0.735724617,0.506653386,0.60007078,,,,
464,0.985906951,0.996992263,0.964665978,0.980562767,0.748361808,0.73503429,0.503864542,0.597882097,,,,
465,0.985932837,0.997198734,0.96453552,0.980595203,0.747681385,0.731757925,0.505816733,0.598162544,,,,
466,0.98568877,0.9968976,0.964164216,0.980257721,0.747710968,0.734382284,0.502071713,0.596403218,,,,
467,0.985962421,0.996704288,0.965097492,0.98064628,0.749944531,0.738074487,0.506095618,0.60045851,,,,
468,0.985792313,0.996826352,0.964515449,0.980404758,0.750506619,0.739067309,0.507011952,0.601431981,,,,
469,0.985992005,0.997003287,0.964886753,0.980682143,0.746764293,0.731465367,0.502350598,0.595635127,,,,
470,0.986243468,0.997149639,0.965428655,0.981032795,0.749811404,0.737882134,0.505816733,0.600198553,,,,
471,0.986413576,0.996739299,0.966291684,0.981279362,0.753879151,0.742922768,0.515458167,0.608632247,,,,
472,0.985821897,0.997125632,0.96430471,0.980440572,0.747814511,0.732997627,0.504541833,0.597682705,,,,
473,0.986173207,0.997252178,0.965137633,0.980932128,0.743983433,0.727516935,0.496334661,0.590090944,,,,
474,0.986110341,0.997086724,0.965127598,0.980846898,0.746542416,0.733838295,0.497928287,0.59329235,,,,
475,0.985747937,0.996692004,0.964525484,0.980344958,0.747444716,0.734349451,0.500996016,0.595632815,,,,
476,0.986051173,0.997292503,0.96476633,0.980759814,0.750195991,0.73734104,0.508207171,0.601698113,,,,
477,0.986557798,0.997203637,0.966231472,0.98147327,0.74788847,0.734376818,0.502828685,0.596935156,,,,
478,0.986110341,0.997127956,0.965087457,0.980846116,0.750255159,0.737346892,0.508446215,0.601867572,,,,
479,0.985818199,0.996888419,0.964525484,0.980439961,0.749264108,0.73564282,0.506772908,0.600127386,,,,
480,0.986043777,0.997055255,0.96497707,0.980753932,0.746867835,0.732897883,0.500677291,0.594929818,,,,
481,0.986269354,0.996665976,0.965970557,0.98107823,0.74953036,0.736217967,0.507051793,0.600514309,,,,
482,0.986136227,0.996922088,0.965358408,0.980886394,0.74821389,0.734962187,0.503346614,0.597493497,,,,
483,0.985799709,0.997063554,0.96430471,0.980410562,0.752104134,0.741306486,0.510438247,0.604582026,,,,
484,0.9865541,0.997100639,0.966321789,0.981469968,0.749219732,0.736444909,0.505418327,0.599442423,,,,
485,0.98638769,0.996718494,0.966241508,0.981243408,0.749130981,0.734015639,0.508605578,0.600866045,,,,
486,0.986224978,0.997025845,0.965498901,0.981009141,0.748125139,0.73326783,0.505458167,0.598415169,,,,
487,0.985958723,0.996972085,0.964826541,0.980635949,0.74879077,0.73729755,0.502390438,0.597587849,,,,
488,0.986557798,0.997038908,0.966392036,0.981476291,0.74879077,0.735589482,0.504860558,0.598766745,,,,
489,0.985932837,0.996734905,0.964987105,0.980604108,0.747651801,0.734484368,0.501673307,0.596155667,,,,
490,0.986284146,0.997222107,0.965468795,0.981088591,0.749722654,0.739995306,0.502430279,0.598500308,,,,
491,0.985744239,0.996702271,0.964505414,0.980339557,0.750299534,0.73679055,0.509442231,0.60237899,,,,
492,0.985980911,0.996992887,0.964866682,0.980666745,0.749604319,0.737668683,0.505258964,0.599735175,,,,
493,0.986439462,0.997037927,0.966070909,0.981310174,0.749781821,0.740762532,0.501593625,0.598156594,,,,
494,0.985973515,0.996889774,0.964946964,0.980658321,0.747370757,0.733155049,0.502430279,0.59625068,,,,
495,0.985792313,0.997032549,0.964314745,0.980400759,0.751024333,0.737204499,0.51187251,0.604213695,,,,
496,0.986162113,0.997355238,0.965007175,0.98091459,0.749959323,0.737730595,0.506653386,0.600736927,,,,
497,0.985744239,0.997011518,0.964204357,0.980333539,0.748983063,0.736392184,0.504501992,0.598780026,,,,
498,0.985832991,0.996940088,0.964515449,0.980459764,0.748539309,0.735547284,0.503864542,0.598051733,,,,
499,0.986028985,0.996550545,0.965428655,0.980742765,0.746734709,0.732459207,0.500756972,0.594841458,,,,
500,0.986494932,0.996884026,0.966371966,0.981390893,0.747651801,0.732746642,0.504223108,0.597375625,,,,
501,0.985858877,0.996981547,0.964545555,0.980495369,0.749027439,0.735698139,0.505697211,0.599390834,,,,
502,0.986043777,0.996725626,0.965298197,0.980760211,0.747858886,0.734564306,0.502430279,0.596716192,,,,
503,0.986014193,0.996982861,0.964967034,0.980713725,0.748391391,0.735750087,0.502948207,0.597472668,,,,
504,0.986073361,0.997117349,0.96499714,0.980794337,0.746927002,0.732445168,0.501593625,0.595426707,,,,
505,0.98568877,0.996794506,0.964264569,0.980259735,0.74666075,0.733524691,0.498884462,0.593867824,,,,
506,0.985969817,0.996755838,0.965067387,0.980655688,0.748761186,0.735750392,0.504501992,0.598567748,,,,
507,0.986091851,0.997199983,0.964967034,0.98081876,0.746838252,0.732676729,0.500876494,0.594997515,,,,
508,0.985892159,0.996889064,0.964726189,0.980543953,0.751911841,0.740110714,0.511354582,0.604825409,,,,
509,0.986095549,0.996654063,0.965508936,0.980834319,0.74821389,0.732099759,0.507569721,0.5995012,,,,
510,0.986494932,0.997079566,0.966181296,0.981387289,0.750861623,0.738434883,0.50940239,0.602899917,,,,
