,accuracy_score(train),precision_score(train),recall_score(train),f1_score(train),accuracy_score(test),precision_score(test),recall_score(test),f1_score(test)
986,0.994375,1,0.982725528,0.991287512,0.9025,0.980392157,0.729927007,0.836820084
987,0.998125,1,0.994241843,0.997112608,0.9075,0.946428571,0.773722628,0.851405622
988,0.995,1,0.984644914,0.992263056,0.87,0.876106195,0.722627737,0.792
989,0.995,1,0.984644914,0.992263056,0.89,0.96039604,0.708029197,0.81512605
990,0.996875,0.998069498,0.992322457,0.99518768,0.8775,0.9,0.722627737,0.801619433
991,0.994375,0.998054475,0.984644914,0.991304348,0.8875,0.950980392,0.708029197,0.811715481
992,0.995,1,0.984644914,0.992263056,0.885,0.90990991,0.737226277,0.814516129
993,0.995,0.998058252,0.986564299,0.992277992,0.905,0.99009901,0.729927007,0.840336134
994,0.99375,0.998050682,0.982725528,0.99032882,0.89,0.96969697,0.700729927,0.813559322
995,0.9975,0.998073218,0.994241843,0.996153846,0.9,0.936936937,0.759124088,0.838709677
996,0.996875,1,0.990403071,0.995178399,0.8975,0.98,0.715328467,0.827004219
997,0.9975,1,0.992322457,0.996146435,0.89,0.926605505,0.737226277,0.821138211
998,0.99625,1,0.988483685,0.994208494,0.89,0.942857143,0.722627737,0.818181818
999,0.998125,1,0.994241843,0.997112608,0.8975,0.944444444,0.744525547,0.832653061
