,accuracy_score(train),f1_score(train),accuracy_score(test),f1_score(test)
399,0.986284146,0.981080295,0.756674802,0.617655262
400,0.985441004,0.979897573,0.756719178,0.617342547
401,0.986273052,0.981065861,0.756911471,0.618062657
402,0.98570726,0.980268632,0.756615635,0.617277633
403,0.98627675,0.981067389,0.754411656,0.614269451
404,0.986265656,0.981051794,0.756364174,0.618841552
405,0.986483838,0.98135556,0.754677908,0.615901248
406,0.986273052,0.981061224,0.755476666,0.615083708
407,0.986380294,0.981210813,0.757340433,0.619011124
408,0.986642852,0.981584958,0.757710229,0.619529871
409,0.986583684,0.981500178,0.761363804,0.627525223
410,0.986487536,0.98136684,0.75534354,0.615991828
411,0.986162113,0.980908748,0.756216256,0.615943886
412,0.986465348,0.981337956,0.75731085,0.619477236
413,0.986339616,0.981156138,0.755284372,0.615541922
414,0.986509724,0.981395159,0.756541676,0.618342029
415,0.986491234,0.981372604,0.754766659,0.614880717
416,0.985810803,0.980411976,0.754293321,0.614298651
417,0.985955025,0.980613547,0.755994379,0.616300707
418,0.986347012,0.981164034,0.757710229,0.61937073
419,0.98666504,0.981609922,0.753849567,0.612666713
420,0.986199093,0.980961709,0.757059389,0.619109462
421,0.986432066,0.9812851,0.757296058,0.618329844
422,0.986132529,0.980867933,0.755609792,0.616285011
423,0.985910649,0.98055805,0.756763553,0.61765253
424,0.98666504,0.981609735,0.756364174,0.618010622
425,0.986125133,0.980852258,0.756763553,0.617421246
426,0.986328522,0.981136504,0.756778345,0.618022162
427,0.98638769,0.981224082,0.758020856,0.621293145
428,0.986069663,0.980776395,0.754027069,0.611626223
429,0.986180603,0.980933576,0.755387915,0.614800494
430,0.98631373,0.981114938,0.75756231,0.619421353
431,0.986169509,0.980919146,0.757266474,0.620226799
432,0.986324824,0.981137465,0.759736706,0.622633181
433,0.986491234,0.981367663,0.756349382,0.618226487
434,0.986173207,0.980925318,0.759292952,0.621865923
435,0.985518662,0.980006127,0.754396864,0.614291024
436,0.985881065,0.980512454,0.757222099,0.618825333
437,0.985840387,0.980450821,0.75485541,0.615413176
438,0.986065965,0.980772567,0.754603949,0.614078347
439,0.986579986,0.981490643,0.754929369,0.614894705
440,0.986176905,0.980928571,0.753095185,0.611362049
441,0.985673978,0.98021895,0.755136454,0.615702479
442,0.986247166,0.98103122,0.759174617,0.622276872
443,0.986395086,0.981232369,0.756881887,0.617571781
444,0.986487536,0.981364179,0.754677908,0.61479503
445,0.986243468,0.981020795,0.758435027,0.621046525
446,0.985866273,0.980494029,0.753139561,0.611368558
447,0.986176905,0.980926625,0.756941055,0.619188876
448,0.986594778,0.981516701,0.755136454,0.615952116
449,0.986062267,0.980769918,0.757532727,0.620344636
450,0.985844085,0.980462809,0.755032912,0.614259427
451,0.986273052,0.981062384,0.756009171,0.616653885
452,0.986457952,0.981319186,0.757015014,0.616827226
453,0.986213884,0.980984443,0.758065232,0.620157919
454,0.985929139,0.980576726,0.757015014,0.617005899
455,0.986280448,0.981078765,0.757103765,0.618480054
456,0.986102945,0.980830052,0.757754604,0.619749704
457,0.986361804,0.98118924,0.75714814,0.620428168
458,0.986191697,0.980948785,0.756970638,0.619816735
459,0.986435764,0.981291632,0.758346276,0.620801708
460,0.986202791,0.980969043,0.754470823,0.614648868
461,0.986017891,0.980710463,0.757325642,0.619562193
462,0.985932837,0.980591243,0.757946897,0.618625897
463,0.986147321,0.980888535,0.754737076,0.614726863
464,0.986439462,0.981293584,0.757325642,0.61926201
465,0.986099247,0.980819961,0.755491458,0.615617152
466,0.986269354,0.981061437,0.756778345,0.618713043
467,0.986088153,0.980805927,0.757236891,0.619969435
468,0.98638769,0.981220442,0.756231048,0.61651231
469,0.986054871,0.980758142,0.757577102,0.620282199
470,0.986376596,0.981211942,0.756911471,0.617440291
471,0.986014193,0.980701128,0.756852304,0.617809812
472,0.986816657,0.981829858,0.755772502,0.615674682
473,0.986054871,0.98075775,0.756733969,0.618493087
474,0.986539308,0.98143558,0.753819984,0.611969877
475,0.986735301,0.98170654,0.757695437,0.619214766
476,0.986187999,0.980946891,0.757177724,0.618197042
477,0.98627675,0.981070866,0.757843355,0.619376439
478,0.986457952,0.981323759,0.75879003,0.622006908
479,0.986420972,0.981268555,0.756438133,0.617301167
480,0.986184301,0.980938386,0.755003328,0.615413193
481,0.986494932,0.981371909,0.755254789,0.615709773
482,0.986787073,0.981783699,0.756260632,0.616665891
483,0.986502328,0.981387427,0.756793137,0.617503373
484,0.986269354,0.981052352,0.755269581,0.61545613
485,0.986169509,0.980917978,0.757177724,0.616627744
486,0.986254562,0.981036585,0.757103765,0.61899348
487,0.986154717,0.980898154,0.755639376,0.6150261
488,0.985969817,0.980638313,0.757517935,0.620224719
489,0.98653561,0.981435877,0.756896679,0.617087207
490,0.986158415,0.980904133,0.755417499,0.616170292
491,0.9863692,0.981202317,0.755728127,0.61616772
492,0.986228676,0.981002908,0.755861253,0.616296641
493,0.986195395,0.980954567,0.758257525,0.620732868
494,0.986213884,0.980980562,0.758494194,0.620169827
495,0.98640618,0.98124949,0.75657126,0.619183154
496,0.986420972,0.981272377,0.756733969,0.617606027
497,0.986383992,0.981223482,0.756911471,0.617529324
498,0.986062267,0.980768544,0.755787294,0.615187395
499,0.986213884,0.980975127,0.756305007,0.618148105
500,0.986265656,0.98105508,0.757754604,0.617850893
501,0.986372898,0.981200994,0.75772502,0.618534131
502,0.986395086,0.981235432,0.756926263,0.617579298
503,0.98631373,0.981121296,0.757651061,0.620001855
504,0.986047475,0.980749902,0.756053546,0.618629174
505,0.98631373,0.981118407,0.75788773,0.620179143
506,0.98633222,0.981146705,0.754914577,0.613713193
507,0.986132529,0.980866761,0.756201464,0.617409471
508,0.986513422,0.981400354,0.757296058,0.618844081
509,0.985574132,0.980084441,0.755136454,0.61477241
510,0.986254562,0.981041615,0.758819614,0.621192761
511,0.986761187,0.981748662,0.75714814,0.61986571
512,0.986243468,0.981020795,0.755387915,0.614961932
513,0.986354408,0.981181534,0.758124399,0.620867146
514,0.9863692,0.98120155,0.756645219,0.617395349
515,0.986402482,0.981246207,0.755683751,0.616481297
516,0.986051173,0.98075196,0.758272317,0.620905632
517,0.986110341,0.98083204,0.756319799,0.617257562
518,0.986154717,0.980892695,0.754825826,0.613717402
519,0.985984609,0.980662279,0.75534354,0.614344339
520,0.986173207,0.980924151,0.755713335,0.617078996
521,0.986210186,0.980980603,0.755550625,0.615692293
522,0.985977213,0.980653653,0.755210413,0.615506145
523,0.986361804,0.981188472,0.755728127,0.614806867
524,0.986151019,0.980894319,0.756260632,0.617484563
525,0.986099247,0.98081722,0.756112714,0.617323493
526,0.98633222,0.981145166,0.755935212,0.616724739
